07 Jan 2022 - 13:39:35.678 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-15 - Shutdown completed.
07 Jan 2022 - 13:39:35.718 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:35.719 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:35.984 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:36.003 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:36.506 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-16 - Starting...
07 Jan 2022 - 13:39:36.507 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-16 - Start completed.
07 Jan 2022 - 13:39:36.534 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:36.546 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:36.634 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:36.635 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:38.595 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:42.470 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:42.471 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:42.492 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:42.530 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 58 ms
07 Jan 2022 - 13:39:42.571 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.886 seconds (JVM running for 122.026)
07 Jan 2022 - 13:39:42.675 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:42.675 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:42.677 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-16 - Shutdown initiated...
07 Jan 2022 - 13:39:42.679 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-16 - Shutdown completed.
07 Jan 2022 - 13:39:42.720 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:42.721 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:43.051 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:43.085 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 33 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:43.570 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-17 - Starting...
07 Jan 2022 - 13:39:43.571 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-17 - Start completed.
07 Jan 2022 - 13:39:43.588 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:43.596 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:43.679 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:43.679 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:45.956 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:50.656 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:50.656 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:50.728 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:50.822 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 166 ms
07 Jan 2022 - 13:39:50.897 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 8.215 seconds (JVM running for 130.351)
07 Jan 2022 - 13:39:50.940 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:50.941 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:50.944 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-17 - Shutdown initiated...
07 Jan 2022 - 13:39:50.946 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-17 - Shutdown completed.
07 Jan 2022 - 13:39:50.998 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:50.998 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:51.557 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:51.593 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 34 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:52.220 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-18 - Starting...
07 Jan 2022 - 13:39:52.221 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-18 - Start completed.
07 Jan 2022 - 13:39:52.242 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:52.248 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:52.308 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:52.308 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:53.943 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:39:57.678 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:39:57.679 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:39:57.692 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:39:57.723 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 44 ms
07 Jan 2022 - 13:39:57.750 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.8 seconds (JVM running for 137.205)
07 Jan 2022 - 13:39:57.770 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:39:57.770 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:39:57.772 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-18 - Shutdown initiated...
07 Jan 2022 - 13:39:57.774 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-18 - Shutdown completed.
07 Jan 2022 - 13:39:57.810 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:39:57.810 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:39:58.079 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:39:58.100 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:39:58.525 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-19 - Starting...
07 Jan 2022 - 13:39:58.526 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-19 - Start completed.
07 Jan 2022 - 13:39:58.541 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:39:58.547 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:39:58.601 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:39:58.601 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:00.197 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:40:03.757 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:40:03.757 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:40:03.774 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:40:03.841 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 84 ms
07 Jan 2022 - 13:40:03.878 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.101 seconds (JVM running for 143.333)
07 Jan 2022 - 13:40:03.899 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:03.900 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:40:03.901 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-19 - Shutdown initiated...
07 Jan 2022 - 13:40:03.907 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-19 - Shutdown completed.
07 Jan 2022 - 13:40:03.940 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:40:03.941 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:40:04.180 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:40:04.205 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:40:04.564 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-20 - Starting...
07 Jan 2022 - 13:40:04.564 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-20 - Start completed.
07 Jan 2022 - 13:40:04.577 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:40:04.582 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:40:04.630 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:40:04.631 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:06.505 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:40:10.089 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:40:10.089 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:40:10.105 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:40:10.131 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 42 ms
07 Jan 2022 - 13:40:10.164 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 6.253 seconds (JVM running for 149.619)
07 Jan 2022 - 13:40:10.182 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:10.182 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:40:10.183 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-20 - Shutdown initiated...
07 Jan 2022 - 13:40:10.184 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-20 - Shutdown completed.
07 Jan 2022 - 13:40:10.217 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:40:10.218 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:40:10.407 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:40:10.422 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:40:10.834 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Starting...
07 Jan 2022 - 13:40:10.835 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Start completed.
07 Jan 2022 - 13:40:10.850 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
07 Jan 2022 - 13:40:10.856 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
07 Jan 2022 - 13:40:10.919 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
07 Jan 2022 - 13:40:10.920 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:12.476 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
07 Jan 2022 - 13:40:15.974 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
07 Jan 2022 - 13:40:15.974 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
07 Jan 2022 - 13:40:15.992 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
07 Jan 2022 - 13:40:16.054 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 80 ms
07 Jan 2022 - 13:40:16.082 [main] INFO  c.r.l.c.CartIntegrationTests - Started CartIntegrationTests in 5.896 seconds (JVM running for 155.537)
07 Jan 2022 - 13:40:16.132 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
07 Jan 2022 - 13:40:16.132 [main] INFO  o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
07 Jan 2022 - 13:40:16.133 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Shutdown initiated...
07 Jan 2022 - 13:40:16.134 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Shutdown completed.
07 Jan 2022 - 13:40:16.167 [main] INFO  c.r.l.c.CartIntegrationTests - Starting CartIntegrationTests using Java 16.0.2 on LAPTOP-FFT0FMPP with PID 31900 (started by apers in C:\Users\apers\OneDrive\Desktop\LostChapter\LostChapter-Backend)
07 Jan 2022 - 13:40:16.167 [main] INFO  c.r.l.c.CartIntegrationTests - No active profile set, falling back to default profiles: default
07 Jan 2022 - 13:40:16.360 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
07 Jan 2022 - 13:40:16.376 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 15 ms. Found 4 JPA repository interfaces.
07 Jan 2022 - 13:40:16.827 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Starting...
07 Jan 2022 - 13:40:16.827 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Start completed.
